FID,AREA,PERIMETER,HYDRO_POLY,HYDRO_PO_1,HYDRO_24K_,TYPE,HNAME,Shape_Leng,Shape_Area,ORIG_FID,POINT_X,POINT_Y
1695,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585445.464378000000000,4224957.266300000300000
1696,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585363.276290999960000,4224946.268520000400000
1697,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585305.526207000020000,4224945.269910000300000
1698,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585241.651472999950000,4224951.270879999700000
1699,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585198.900729999990000,4224960.271689999800000
1700,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585113.400777000000000,4224995.273360000000000
1701,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585096.650521000030000,4225000.273480000000000
1702,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585090.713279000020000,4224989.273930000100000
1703,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585087.775676000050000,4224978.274190000300000
1704,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585092.400911999980000,4224964.274210000400000
1705,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585119.901129000010000,4224952.273360000000000
1706,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585127.463387000030000,4224952.273299999500000
1707,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585135.275882999990000,4224947.273369999600000
1708,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585136.838665000050000,4224940.273480000000000
1709,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585109.588396999980000,4224933.274159999600000
1710,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585101.963073999970000,4224927.274290000100000
1711,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585097.400693999950000,4224920.274150000000000
1712,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585089.775920000040000,4224920.274439999800000
1713,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585083.713239999950000,4224924.274720000100000
1714,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585072.838362999960000,4224949.274790000200000
1715,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585066.338007000040000,4224988.274439999800000
1716,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,585055.463063000000000,4225011.274589999600000
1717,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584934.837608000030000,4225059.276800000100000
1718,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584804.899803000040000,4225120.278719999800000
1719,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584713.274591000050000,4225155.280510000000000
1720,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584675.087086000010000,4225169.281619999600000
1721,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584634.024624999960000,4225172.282089999900000
1722,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584597.649437000040000,4225165.283040000100000
1723,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584562.649540000010000,4225163.283870000400000
1724,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584541.148913000010000,4225167.284160000300000
1725,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584477.461610000000000,4225156.285760000300000
1726,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584447.149137999980000,4225144.286270000000000
1727,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584412.461458000010000,4225125.287530000300000
1728,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584404.898774000000000,4225117.287659999900000
1729,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584412.711425999990000,4225093.287800000000000
1730,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584437.336573999960000,4225067.287589999800000
1731,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584440.398972000000000,4225066.287589999800000
1732,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584440.523965999950000,4225056.287510000200000
1733,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584433.086593999990000,4225044.288019999900000
1734,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584417.774085000040000,4225052.288220000500000
1735,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584389.961133999980000,4225093.288440000300000
1736,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584371.523960000020000,4225112.288429999700000
1737,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584354.898814999960000,4225106.289079999600000
1738,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584333.586155000030000,4225094.289509999600000
1739,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584314.086211999990000,4225076.290360000000000
1740,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584293.023519000040000,4225061.290919999600000
1741,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584207.086017000020000,4224986.293809999700000
1742,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584178.648573999990000,4224930.794730000200000
1743,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584174.273514000000000,4224912.294850000200000
1744,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584196.023403999980000,4224875.295199999600000
1745,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584194.460730000050000,4224869.795400000200000
1746,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584190.023205999980000,4224864.795450000100000
1747,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584160.836092000010000,4224891.295719999800000
1748,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584147.210551999970000,4224882.296120000100000
1749,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584132.335959000050000,4224857.296980000100000
1750,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584103.835390000020000,4224818.297930000300000
1751,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584023.148197000030000,4224670.801090000200000
1752,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584011.272918000000000,4224653.801660000300000
1753,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584000.710123999980000,4224633.302249999700000
1754,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583976.773057000010000,4224593.802740000200000
1755,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583978.585639999950000,4224572.303070000400000
1756,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583989.210652000040000,4224568.302659999600000
1757,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584004.648007999990000,4224554.302819999900000
1758,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,584003.210427999960000,4224545.303059999800000
1759,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583997.085341000000000,4224541.302939999800000
1760,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583966.585357000000000,4224557.803659999700000
1761,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583955.960341000000000,4224557.303620000400000
1762,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583936.460254000030000,4224533.804580000200000
1763,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583893.022685999980000,4224465.806110000200000
1764,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583872.147725000050000,4224426.307129999600000
1765,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583849.647837999980000,4224389.307880000200000
1766,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583830.335203000000000,4224349.308629999900000
1767,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583797.460012999950000,4224295.309659999800000
1768,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583785.459891999960000,4224264.810469999900000
1769,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583773.584966999940000,4224242.311250000300000
1770,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583742.147696000060000,4224203.811950000000000
1771,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583718.147588000050000,4224161.812959999800000
1772,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583700.335056000040000,4224114.314220000100000
1773,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583682.334562000000000,4224086.814700000000000
1774,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583676.522477000020000,4224070.314790000200000
1775,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583653.959541999970000,4224042.815700000200000
1776,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583648.022335999990000,4224023.816049999600000
1777,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583634.709900000020000,4223993.816510000300000
1778,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583615.209569999950000,4223968.817300000200000
1779,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583534.521926000020000,4223829.820750000000000
1780,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583473.334126999950000,4223707.822999999900000
1781,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583413.396705999970000,4223616.825509999900000
1782,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583390.896387999990000,4223587.825980000200000
1783,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583378.834180000010000,4223576.826620000400000
1784,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583370.021610000050000,4223557.827080000200000
1785,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583376.084156999950000,4223542.827100000300000
1786,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583380.834073000010000,4223536.827010000100000
1787,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583369.021621000020000,4223505.827600000400000
1788,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583355.396315000020000,4223500.828239999700000
1789,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583334.146684000040000,4223485.828529999600000
1790,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583331.333758999940000,4223471.828769999600000
1791,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583334.396578000040000,4223465.828640000000000
1792,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583334.521503000050000,4223450.828730000200000
1793,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583314.896304000050000,4223442.829280000200000
1794,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583289.271316000030000,4223420.830480000000000
1795,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583278.708701999970000,4223404.830710000400000
1796,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583274.396110999980000,4223384.830889999900000
1797,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583276.021279999990000,4223375.831070000300000
1798,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583289.834002000050000,4223359.830760000300000
1799,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583288.458721000000000,4223348.831199999900000
1800,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583270.084079999940000,4223352.831229999700000
1801,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583257.896279999990000,4223358.831539999700000
1802,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583250.396064999980000,4223346.831570000400000
1803,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583250.583956000050000,4223335.831969999700000
1804,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583258.146207000010000,4223331.831519999500000
1805,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583264.333758999940000,4223321.831570000400000
1806,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583249.083864000040000,4223327.832139999600000
1807,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583236.958622999950000,4223325.832419999900000
1808,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583200.958780999990000,4223275.833540000000000
1809,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583192.083644000000000,4223254.834020000000000
1810,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583199.770951000040000,4223246.833920000100000
1811,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583230.146494999990000,4223238.833259999800000
1812,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583233.208622999950000,4223248.833100000400000
1813,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583249.958770000030000,4223249.832800000000000
1814,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583248.583620000050000,4223232.832820000100000
1815,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583236.521364000040000,4223221.833519999900000
1816,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583233.521009000020000,4223215.833449999800000
1817,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583235.083780999990000,4223208.833429999600000
1818,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583233.708906000010000,4223201.833379999700000
1819,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583226.021337999960000,4223198.833990000200000
1820,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583222.896131000020000,4223206.833960000400000
1821,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583216.896366999950000,4223209.833820000300000
1822,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583207.521129000000000,4223224.834029999600000
1823,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583192.146234999990000,4223233.834080000400000
1824,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583186.208594999970000,4223234.834160000100000
1825,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583175.458548999970000,4223231.834569999900000
1826,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583161.833630000010000,4223221.835169999900000
1827,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,583001.457971000000000,4222995.840509999500000
1828,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582957.895306000020000,4222943.842380000300000
1829,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582915.832939999990000,4222888.843609999900000
1830,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582872.457632999980000,4222822.845400000000000
1831,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582836.457954999990000,4222760.846570000100000
1832,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582704.582273000040000,4222568.851590000100000
1833,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582623.581945999990000,4222458.854199999900000
1834,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582592.144686999960000,4222403.855220000300000
1835,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582563.894404000020000,4222348.856949999900000
1836,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582541.519481000020000,4222294.857850000300000
1837,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582507.581948000010000,4222191.859559999800000
1838,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582504.832180000030000,4222169.859790000100000
1839,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582491.331685999990000,4222143.860310000400000
1840,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582479.394347000050000,4222110.861060000000000
1841,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582470.894072999940000,4222059.861420000000000
1842,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582423.643875999960000,4221923.863730000300000
1843,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582413.331758999960000,4221880.864790000000000
1844,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582404.769104999960000,4221825.865150000000000
1845,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582399.894408000050000,4221711.866560000000000
1846,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582402.144127000010000,4221645.867250000100000
1847,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582407.394172000000000,4221572.868019999900000
1848,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582412.394554000000000,4221535.868019999900000
1849,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582196.331326000040000,4221532.872920000000000
1850,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582197.706144999950000,4221544.872419999900000
1851,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582194.268460000050000,4221575.872370000000000
1852,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582176.518390999990000,4221679.871799999800000
1853,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582174.143647999970000,4221768.870570000300000
1854,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582175.143658000040000,4221811.870070000200000
1855,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582171.768428000040000,4221851.869640000200000
1856,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582167.268565000030000,4221991.868979999800000
1857,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582181.643440000010000,4222074.867370000100000
1858,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582200.768842000050000,4222133.866759999700000
1859,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582215.705832000010000,4222168.865930000300000
1860,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582242.268424000010000,4222253.864629999700000
1861,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582270.456057999980000,4222327.863380000000000
1862,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582312.081315999970000,4222417.861240000500000
1863,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,582350.581316999970000,4222515.859459999900000
